src,dst,amount,timestamp,is_fraud,ring_id,pattern,txn_id
U001280,U000962,170.55,2025-01-14 13:13:00,0,,legit,T0000782
U000296,U000366,420.06,2025-01-14 13:19:00,0,,legit,T0000783
U000797,U001349,326.82,2025-01-14 13:41:00,0,,legit,T0000784
U001254,U001758,247.88,2025-01-14 15:25:00,0,,legit,T0000785
U001229,U001358,95.72,2025-01-14 15:37:00,0,,legit,T0000786
U000438,U000956,368.33,2025-01-14 16:29:00,0,,legit,T0000787
U000688,U001876,321.46,2025-01-14 16:54:00,0,,legit,T0000788
U001487,U001767,2346.41,2025-01-14 17:12:00,0,,legit,T0000789
U000536,U000875,2964.24,2025-01-14 17:13:00,0,,legit,T0000790
U000805,U001696,39379.87,2025-01-14 18:27:00,0,,legit,T0000791
U000466,U001477,220.96,2025-01-14 18:30:00,0,,legit,T0000792
U000188,U001271,478.69,2025-01-14 18:41:00,0,,legit,T0000793
U001722,U000495,600.08,2025-01-14 18:47:00,0,,legit,T0000794
U001788,U001619,250.4,2025-01-14 20:15:00,0,,legit,T0000795
U001855,U000341,4862.3,2025-01-14 20:15:00,0,,legit,T0000796
U000738,U001817,595.17,2025-01-14 21:13:00,0,,legit,T0000797
U000421,U001104,91.05,2025-01-14 21:15:00,0,,legit,T0000798
U001974,U001101,62.29,2025-01-14 21:55:00,0,,legit,T0000799
U001514,U001356,77.11,2025-01-14 22:58:00,0,,legit,T0000800
U000170,U001522,133.76,2025-01-14 23:32:00,0,,legit,T0000801
U001464,U001263,296.76,2025-01-14 23:32:00,0,,legit,T0000802
U000548,U000356,3845.46,2025-01-14 23:51:00,0,,legit,T0000803
U000809,U001227,271.15,2025-01-15 00:13:00,0,,legit,T0000804
U001602,U000040,1778.47,2025-01-15 02:20:00,0,,legit,T0000805
U000562,U001309,90.71,2025-01-15 02:42:00,0,,legit,T0000806
U000758,U000431,186.89,2025-01-15 02:57:00,0,,legit,T0000807
U000274,U001948,387.39,2025-01-15 03:09:00,0,,legit,T0000808
U001865,U001778,3492.43,2025-01-15 03:33:00,0,,legit,T0000809
U001506,U001540,72.79,2025-01-15 03:35:00,0,,legit,T0000810
U001974,U000650,272.67,2025-01-15 03:43:00,0,,legit,T0000811
U001331,U000311,686.31,2025-01-15 04:23:00,0,,legit,T0000812
U000182,U000841,1813.33,2025-01-15 05:42:00,0,,legit,T0000813
U001055,F002211,603.89,2025-01-15 06:52:00,0,,legit_by_fraud_acct,T0000814
U001233,U001709,387.74,2025-01-15 07:30:00,0,,legit,T0000815
U001620,U001878,417.86,2025-01-15 07:36:00,0,,legit,T0000816
U001402,U000664,382.78,2025-01-15 07:52:00,0,,legit,T0000817
U000111,U000173,136.13,2025-01-15 08:53:00,0,,legit,T0000818
F002111,U000584,370.89,2025-01-15 09:14:00,0,,legit_by_fraud_acct,T0000819
U000664,U001630,487.01,2025-01-15 09:22:00,0,,legit,T0000820
U001253,U001246,365.05,2025-01-15 09:42:00,0,,legit,T0000821
U001758,U000218,298.68,2025-01-15 09:42:00,0,,legit,T0000822
U000876,U000696,355.7,2025-01-15 11:11:00,0,,legit,T0000823
U000925,U000077,27924.0,2025-01-15 11:53:00,0,,legit,T0000824
U000775,U001250,464.09,2025-01-15 11:55:00,0,,legit,T0000825
U000320,U001037,205.05,2025-01-15 12:16:00,0,,legit,T0000826
U000007,U001152,919.65,2025-01-15 12:49:00,0,,legit,T0000827
U000642,U001896,4164.02,2025-01-15 13:25:00,0,,legit,T0000828
U001146,U001967,266.56,2025-01-15 13:39:00,0,,legit,T0000829
U000976,U001121,285.36,2025-01-15 13:42:00,0,,legit,T0000830
U001787,U000162,471.71,2025-01-15 14:36:00,0,,legit,T0000831
U000632,U000437,235.84,2025-01-15 14:36:00,0,,legit,T0000832
U000431,L002319,110.04,2025-01-15 14:41:00,0,,legit_by_fraud_acct,T0000833
U001608,U000174,240.88,2025-01-15 14:48:00,0,,legit,T0000834
U001667,U000847,219.29,2025-01-15 16:19:00,0,,legit,T0000835
U001803,U000687,273.37,2025-01-15 16:58:00,0,,legit,T0000836
U001297,U001277,393.27,2025-01-15 16:58:00,0,,legit,T0000837
U001650,U000948,428.35,2025-01-15 17:26:00,0,,legit,T0000838
U000561,U001280,40.37,2025-01-15 18:52:00,0,,legit,T0000839
U000768,U001080,231.56,2025-01-15 19:41:00,0,,legit,T0000840
U000189,U000668,402.57,2025-01-15 19:41:00,0,,legit,T0000841
U000754,U001426,316.67,2025-01-15 20:24:00,0,,legit,T0000842
U000620,U000820,412.11,2025-01-15 20:41:00,0,,legit,T0000843
U001857,U000119,75.62,2025-01-15 23:02:00,0,,legit,T0000844
U000842,U000922,1564.34,2025-01-15 23:30:00,0,,legit,T0000845
U001808,U001047,258.43,2025-01-15 23:45:00,0,,legit,T0000846
U001446,U000004,1753.93,2025-01-16 00:22:00,0,,legit,T0000847
U001597,U001234,99.77,2025-01-16 00:28:00,0,,legit,T0000848
U001150,U000552,138.28,2025-01-16 00:32:00,0,,legit,T0000849
U001095,U000807,3360.33,2025-01-16 01:12:00,0,,legit,T0000850
U000195,U001140,289.96,2025-01-16 01:21:00,0,,legit,T0000851
U001429,U001542,115.29,2025-01-16 02:07:00,0,,legit,T0000852
U001367,U001371,52.79,2025-01-16 02:12:00,0,,legit,T0000853
U001320,U001352,2343.02,2025-01-16 02:13:00,0,,legit,T0000854
U001200,U000768,58.49,2025-01-16 03:03:00,0,,legit,T0000855
U000575,U000768,437.31,2025-01-16 03:34:00,0,,legit,T0000856
U001747,U001993,2065.52,2025-01-16 03:39:00,0,,legit,T0000857
U000678,U001770,18.61,2025-01-16 03:47:00,0,,legit,T0000858
U000685,U001818,31579.49,2025-01-16 04:13:00,0,,legit,T0000859
U001169,U000068,91.82,2025-01-16 04:28:00,0,,legit,T0000860
U001316,U000842,443.01,2025-01-16 05:02:00,0,,legit,T0000861
U000281,U000553,1933.48,2025-01-16 06:10:00,0,,legit,T0000862
U000954,U000851,68.68,2025-01-16 06:53:00,0,,legit,T0000863
U000865,U001398,2231.02,2025-01-16 07:53:00,0,,legit,T0000864
U000125,U000577,1120.08,2025-01-16 08:15:00,0,,legit,T0000865
U000257,U000132,294.02,2025-01-16 08:51:00,0,,legit,T0000866
U000795,U000681,42661.75,2025-01-16 08:52:00,0,,legit,T0000867
U000079,U000388,344.11,2025-01-16 09:18:00,0,,legit,T0000868
U001011,U001927,235.87,2025-01-16 09:21:00,0,,legit,T0000869
U001305,U001455,25642.8,2025-01-16 10:06:00,0,,legit,T0000870
U001034,U000226,173.73,2025-01-16 11:16:00,0,,legit,T0000871
U001886,U000225,338.43,2025-01-16 11:23:00,0,,legit,T0000872
U000081,U001889,234.58,2025-01-16 12:32:00,0,,legit,T0000873
U000293,U000745,3386.69,2025-01-16 15:15:00,0,,legit,T0000874
U000943,U000416,1686.49,2025-01-16 16:29:00,0,,legit,T0000875
U001155,U000229,12.14,2025-01-16 17:57:00,0,,legit,T0000876
U000003,U000636,168.75,2025-01-16 18:34:00,0,,legit,T0000877
U001026,U000564,102.36,2025-01-16 20:16:00,0,,legit,T0000878
U001737,U001506,88.41,2025-01-16 22:08:00,0,,legit,T0000879
U000422,U000369,390.8,2025-01-16 22:11:00,0,,legit,T0000880
U001600,U001820,362.27,2025-01-16 23:29:00,0,,legit,T0000881
U000246,U000605,380.68,2025-01-16 23:56:00,0,,legit,T0000882
U001987,U000969,77.8,2025-01-17 00:28:00,0,,legit,T0000883
U000864,U000137,734.71,2025-01-17 02:16:00,0,,legit,T0000884
U001276,U001706,568.28,2025-01-17 02:19:00,0,,legit,T0000885
U001241,U001248,171.07,2025-01-17 03:45:00,0,,legit,T0000886
U001736,U001420,384.41,2025-01-17 04:03:00,0,,legit,T0000887
U000389,U001712,27999.69,2025-01-17 04:12:00,0,,legit,T0000888
U000262,U001527,199.69,2025-01-17 04:16:00,0,,legit,T0000889
U000695,U001035,283.94,2025-01-17 05:09:00,0,,legit,T0000890
U000315,U001408,473.79,2025-01-17 05:30:00,0,,legit,T0000891
U001358,U001259,298.06,2025-01-17 05:32:00,0,,legit,T0000892
U001269,U001447,2829.83,2025-01-17 06:29:00,0,,legit,T0000893
U001926,U001808,215.96,2025-01-17 06:57:00,0,,legit,T0000894
U000988,U001611,3724.73,2025-01-17 07:29:00,0,,legit,T0000895
U000520,U000676,6325.42,2025-01-17 08:24:00,0,,legit,T0000896
U000680,U001152,246.47,2025-01-17 08:31:00,0,,legit,T0000897
U000090,U001344,4139.34,2025-01-17 08:45:00,0,,legit,T0000898
U001493,U000262,58.89,2025-01-17 09:11:00,0,,legit,T0000899
U001156,U001189,67.61,2025-01-17 09:18:00,0,,legit,T0000900
U001810,U000176,3294.18,2025-01-17 09:25:00,0,,legit,T0000901
U001738,U000110,283.38,2025-01-17 10:14:00,0,,legit,T0000902
U001369,U001135,104.69,2025-01-17 10:15:00,0,,legit,T0000903
U000221,U000986,97.73,2025-01-17 10:17:00,0,,legit,T0000904
U001949,U000570,456.25,2025-01-17 10:34:00,0,,legit,T0000905
U000510,U001367,38.81,2025-01-17 10:50:00,0,,legit,T0000906
U000567,U000111,466.64,2025-01-17 11:22:00,0,,legit,T0000907
U000534,U001036,19.33,2025-01-17 11:26:00,0,,legit,T0000908
U000402,U000723,374.28,2025-01-17 11:32:00,0,,legit,T0000909
U000947,U001053,293.42,2025-01-17 11:37:00,0,,legit,T0000910
U001444,U000216,14.54,2025-01-17 11:44:00,0,,legit,T0000911
U001895,U000058,108.91,2025-01-17 13:08:00,0,,legit,T0000912
U001970,U001652,439.05,2025-01-17 13:13:00,0,,legit,T0000913
U000334,U000366,159.5,2025-01-17 13:43:00,0,,legit,T0000914
S002379,U001210,392.62,2025-01-17 13:54:00,0,,legit_by_fraud_acct,T0000915
U001232,U000610,22363.68,2025-01-17 13:57:00,0,,legit,T0000916
U001060,U001311,350.53,2025-01-17 14:10:00,0,,legit,T0000917
U001208,U000623,268.53,2025-01-17 14:36:00,0,,legit,T0000918
U000960,U000359,21138.66,2025-01-17 14:43:00,0,,legit,T0000919
U000210,U000195,3303.29,2025-01-17 15:35:00,0,,legit,T0000920
U000145,U001257,842.45,2025-01-17 16:26:00,0,,legit,T0000921
U001070,U001845,290.59,2025-01-17 16:31:00,0,,legit,T0000922
U000366,U001482,286.12,2025-01-17 16:33:00,0,,legit,T0000923
U001425,U001006,150.54,2025-01-17 16:49:00,0,,legit,T0000924
U000545,U000488,350.53,2025-01-17 17:06:00,0,,legit,T0000925
U001240,U001388,303.92,2025-01-17 18:16:00,0,,legit,T0000926
U001561,U001084,498.97,2025-01-17 18:29:00,0,,legit,T0000927
U001075,U000686,194.39,2025-01-17 18:48:00,0,,legit,T0000928
U001446,U000545,4648.06,2025-01-17 20:00:00,0,,legit,T0000929
U001568,U001132,4008.35,2025-01-17 20:03:00,0,,legit,T0000930
U001892,U001230,369.72,2025-01-17 20:21:00,0,,legit,T0000931
U000512,U000190,2161.85,2025-01-17 20:52:00,0,,legit,T0000932
U001446,U000302,3321.27,2025-01-17 21:22:00,0,,legit,T0000933
U001574,U001679,453.17,2025-01-17 22:17:00,0,,legit,T0000934
F002010,U001358,585.93,2025-01-17 22:37:00,0,,legit_by_fraud_acct,T0000935
U000779,U001719,4912.94,2025-01-17 23:47:00,0,,legit,T0000936
U000017,U001703,307.8,2025-01-18 00:26:00,0,,legit,T0000937
U001478,U001971,84.23,2025-01-18 00:47:00,0,,legit,T0000938
U001699,U000826,1595.16,2025-01-18 01:01:00,0,,legit,T0000939
U000120,U000468,332.23,2025-01-18 01:55:00,0,,legit,T0000940
U000654,U001865,176.26,2025-01-18 02:24:00,0,,legit,T0000941
U000992,U000944,32.82,2025-01-18 02:35:00,0,,legit,T0000942
U001890,U000971,264.35,2025-01-18 02:53:00,0,,legit,T0000943
U001449,U001594,65.0,2025-01-18 04:56:00,0,,legit,T0000944
U000008,U000231,2593.15,2025-01-18 04:56:00,0,,legit,T0000945
U000645,U001395,61.42,2025-01-18 05:11:00,0,,legit,T0000946
U001781,U001006,3877.36,2025-01-18 06:03:00,0,,legit,T0000947
U001040,U000131,109.14,2025-01-18 06:13:00,0,,legit,T0000948
U000755,U000089,298.58,2025-01-18 06:26:00,0,,legit,T0000949
S002460,U001979,371.25,2025-01-18 07:17:00,0,,legit_by_fraud_acct,T0000950
U000714,U001804,22.99,2025-01-18 07:23:00,0,,legit,T0000951
U001561,U001420,48.62,2025-01-18 07:27:00,0,,legit,T0000952
U000341,U001066,79.51,2025-01-18 07:55:00,0,,legit,T0000953
U001873,U000318,422.64,2025-01-18 08:03:00,0,,legit,T0000954
U000819,U000384,101.14,2025-01-18 08:27:00,0,,legit,T0000955
U000279,U001769,4860.96,2025-01-18 08:49:00,0,,legit,T0000956
U001093,U001153,34067.82,2025-01-18 09:05:00,0,,legit,T0000957
U000009,U001836,96.79,2025-01-18 09:19:00,0,,legit,T0000958
U001529,U001933,277.82,2025-01-18 09:47:00,0,,legit,T0000959
U000412,U001608,68.42,2025-01-18 10:12:00,0,,legit,T0000960
U000423,U000820,1185.63,2025-01-18 10:59:00,0,,legit,T0000961
U001282,U001351,293.32,2025-01-18 11:05:00,0,,legit,T0000962
U000731,U001614,101.19,2025-01-18 11:15:00,0,,legit,T0000963
U001893,U001657,3230.12,2025-01-18 11:42:00,0,,legit,T0000964
U000247,U001200,1166.99,2025-01-18 11:53:00,0,,legit,T0000965
U000238,U000528,294.1,2025-01-18 12:40:00,0,,legit,T0000966
U001718,U000125,422.24,2025-01-18 12:48:00,0,,legit,T0000967
U001232,U001179,1928.32,2025-01-18 13:01:00,0,,legit,T0000968
U001394,U000008,198.77,2025-01-18 14:14:00,0,,legit,T0000969
U001402,U000375,274.52,2025-01-18 14:57:00,0,,legit,T0000970
U001108,U000123,359.47,2025-01-18 15:02:00,0,,legit,T0000971
U001320,U000033,1721.68,2025-01-18 15:06:00,0,,legit,T0000972
U000845,U000703,1004.51,2025-01-18 15:25:00,0,,legit,T0000973
U001865,U000893,289.16,2025-01-18 15:26:00,0,,legit,T0000974
U001511,U000108,1615.7,2025-01-18 15:43:00,0,,legit,T0000975
U000342,U001120,12.96,2025-01-18 15:53:00,0,,legit,T0000976
U001036,U000910,177.36,2025-01-18 16:11:00,0,,legit,T0000977
U001996,U000738,290.22,2025-01-18 16:34:00,0,,legit,T0000978
U001386,U000292,144.08,2025-01-18 16:36:00,0,,legit,T0000979
U001156,U000420,1254.29,2025-01-18 17:13:00,0,,legit,T0000980
U000827,U001728,2785.54,2025-01-18 17:14:00,0,,legit,T0000981
U001757,U000442,108.32,2025-01-18 17:24:00,0,,legit,T0000982
U000609,U001280,2897.19,2025-01-18 17:45:00,0,,legit,T0000983
U001498,U000995,136.39,2025-01-18 17:49:00,0,,legit,T0000984
U000689,U000559,402.18,2025-01-18 18:51:00,0,,legit,T0000985
U001681,U000565,12.86,2025-01-18 19:24:00,0,,legit,T0000986
U001656,U000557,22.71,2025-01-18 19:44:00,0,,legit,T0000987
U001640,U001734,4257.23,2025-01-18 19:50:00,0,,legit,T0000988
U000270,U000503,2985.71,2025-01-18 21:07:00,0,,legit,T0000989
U001145,U000088,34.08,2025-01-18 21:21:00,0,,legit,T0000990
U000294,U000979,231.15,2025-01-18 22:13:00,0,,legit,T0000991
U001581,U001576,359.35,2025-01-18 22:45:00,0,,legit,T0000992
U000936,U000647,205.27,2025-01-19 00:29:00,0,,legit,T0000993
U001154,U001117,1926.9,2025-01-19 00:41:00,0,,legit,T0000994
U001846,U001683,41.08,2025-01-19 00:41:00,0,,legit,T0000995
U000550,U000188,339.05,2025-01-19 00:57:00,0,,legit,T0000996
U000452,U001240,85.17,2025-01-19 00:59:00,0,,legit,T0000997
U001846,U001578,2346.42,2025-01-19 01:16:00,0,,legit,T0000998
U000914,U000353,460.42,2025-01-19 01:55:00,0,,legit,T0000999
U001470,U000451,491.46,2025-01-19 02:02:00,0,,legit,T0001000
U000211,U000071,2750.89,2025-01-19 02:36:00,0,,legit,T0001001
U001292,U001717,172.31,2025-01-19 04:19:00,0,,legit,T0001002
U001199,U000318,477.59,2025-01-19 04:24:00,0,,legit,T0001003
U001284,U001108,476.77,2025-01-19 04:42:00,0,,legit,T0001004
U001332,U000676,377.54,2025-01-19 05:41:00,0,,legit,T0001005
U000514,U001164,91.47,2025-01-19 05:59:00,0,,legit,T0001006
U000833,U001290,468.99,2025-01-19 06:00:00,0,,legit,T0001007
U001114,U000081,148.78,2025-01-19 06:46:00,0,,legit,T0001008
U001035,U000302,122.79,2025-01-19 07:28:00,0,,legit,T0001009
U000453,U000173,4804.73,2025-01-19 07:59:00,0,,legit,T0001010
U000083,U001503,926.82,2025-01-19 09:04:00,0,,legit,T0001011
U000720,U001039,79.7,2025-01-19 09:29:00,0,,legit,T0001012
U000905,U000607,276.16,2025-01-19 09:32:00,0,,legit,T0001013
U000926,U001258,25.55,2025-01-19 10:09:00,0,,legit,T0001014
U001402,U000933,385.07,2025-01-19 10:47:00,0,,legit,T0001015
U000275,U001803,107.91,2025-01-19 10:49:00,0,,legit,T0001016
U001600,U001258,14.85,2025-01-19 11:01:00,0,,legit,T0001017
U000747,U000055,589.44,2025-01-19 11:12:00,0,,legit,T0001018
U001656,U001477,2838.14,2025-01-19 11:16:00,0,,legit,T0001019
U000279,U000859,190.02,2025-01-19 12:59:00,0,,legit,T0001020
U001491,U000127,365.75,2025-01-19 13:31:00,0,,legit,T0001021
U000688,U001945,3505.1,2025-01-19 13:47:00,0,,legit,T0001022
U000285,U001926,4407.78,2025-01-19 14:23:00,0,,legit,T0001023
U001876,U001824,1213.2,2025-01-19 14:54:00,0,,legit,T0001024
U000853,U000815,120.16,2025-01-19 14:59:00,0,,legit,T0001025
U000719,U000232,311.11,2025-01-19 15:05:00,0,,legit,T0001026
U001696,U000022,3411.78,2025-01-19 15:13:00,0,,legit,T0001027
U001315,U000347,273.79,2025-01-19 15:22:00,0,,legit,T0001028
U001403,U000347,3292.49,2025-01-19 15:22:00,0,,legit,T0001029
U001550,U001245,337.57,2025-01-19 15:40:00,0,,legit,T0001030
U001148,U000890,99.21,2025-01-19 15:53:00,0,,legit,T0001031
U000218,U001144,110.88,2025-01-19 16:18:00,0,,legit,T0001032
U001166,U000307,463.29,2025-01-19 16:41:00,0,,legit,T0001033
U000582,U000131,254.29,2025-01-19 17:19:00,0,,legit,T0001034
U001588,U000803,272.49,2025-01-19 17:30:00,0,,legit,T0001035
U001634,U000113,119.1,2025-01-19 17:38:00,0,,legit,T0001036
U001239,U001666,1474.76,2025-01-19 17:50:00,0,,legit,T0001037
U000062,U001669,46.85,2025-01-19 17:59:00,0,,legit,T0001038
U001412,U000456,449.83,2025-01-19 20:07:00,0,,legit,T0001039
U001440,U000531,23264.56,2025-01-19 20:50:00,0,,legit,T0001040
U000492,U001358,434.8,2025-01-19 21:16:00,0,,legit,T0001041
U001525,U000095,463.33,2025-01-19 21:25:00,0,,legit,T0001042
U000295,U001875,4704.69,2025-01-19 22:19:00,0,,legit,T0001043
U000451,U000014,3859.21,2025-01-19 22:40:00,0,,legit,T0001044
U001473,S002527,472.69,2025-01-19 22:41:00,0,,legit_by_fraud_acct,T0001045
U000060,U001892,266.97,2025-01-19 22:59:00,0,,legit,T0001046
U001534,U000787,4803.49,2025-01-19 23:34:00,0,,legit,T0001047
U000530,U001878,221.34,2025-01-20 00:04:00,0,,legit,T0001048
U001514,U000638,452.6,2025-01-20 00:08:00,0,,legit,T0001049
U000161,U000501,3263.14,2025-01-20 00:36:00,0,,legit,T0001050
U001874,U000382,241.22,2025-01-20 00:53:00,0,,legit,T0001051
U000543,U001660,433.09,2025-01-20 00:55:00,0,,legit,T0001052
U000097,U001128,354.03,2025-01-20 01:32:00,0,,legit,T0001053
U001412,U000493,170.11,2025-01-20 02:45:00,0,,legit,T0001054
U000033,U001412,326.77,2025-01-20 03:36:00,0,,legit,T0001055
U001791,U000001,4110.43,2025-01-20 03:57:00,0,,legit,T0001056
U001069,U001864,3630.91,2025-01-20 04:11:00,0,,legit,T0001057
U000437,U000976,2478.83,2025-01-20 04:37:00,0,,legit,T0001058
U000363,U001398,465.78,2025-01-20 05:11:00,0,,legit,T0001059
U001051,U001989,16.02,2025-01-20 05:28:00,0,,legit,T0001060
U000285,F002196,306.13,2025-01-20 05:58:00,0,,legit_by_fraud_acct,T0001061
U000556,U000478,466.95,2025-01-20 06:08:00,0,,legit,T0001062
U001983,U001714,1817.66,2025-01-20 06:30:00,0,,legit,T0001063
U001412,U000867,243.55,2025-01-20 07:12:00,0,,legit,T0001064
U000852,U001885,1093.15,2025-01-20 07:49:00,0,,legit,T0001065
U001643,U000340,18.81,2025-01-20 08:40:00,0,,legit,T0001066
U000214,U001990,3360.24,2025-01-20 09:04:00,0,,legit,T0001067
U001601,U001094,596.09,2025-01-20 09:21:00,0,,legit,T0001068
U000281,U000317,1046.24,2025-01-20 09:54:00,0,,legit,T0001069
U001624,U000455,353.73,2025-01-20 10:10:00,0,,legit,T0001070
U001161,U001842,157.77,2025-01-20 10:28:00,0,,legit,T0001071
U000941,U001886,274.58,2025-01-20 10:36:00,0,,legit,T0001072
U000895,U000475,160.32,2025-01-20 10:38:00,0,,legit,T0001073
U000610,U000180,91.66,2025-01-20 10:48:00,0,,legit,T0001074
U000613,U000991,488.73,2025-01-20 11:16:00,0,,legit,T0001075
U000439,U000913,253.9,2025-01-20 11:43:00,0,,legit,T0001076
U000381,U001580,332.22,2025-01-20 11:49:00,0,,legit,T0001077
U000653,U000404,600.76,2025-01-20 13:03:00,0,,legit,T0001078
U001790,U001890,3833.46,2025-01-20 14:51:00,0,,legit,T0001079
U000211,U000217,858.96,2025-01-20 14:53:00,0,,legit,T0001080
U000510,U001818,370.4,2025-01-20 15:02:00,0,,legit,T0001081
U000830,U000564,280.76,2025-01-20 16:12:00,0,,legit,T0001082
U001595,U000344,435.35,2025-01-20 16:40:00,0,,legit,T0001083
U001301,U001735,1310.0,2025-01-20 17:13:00,0,,legit,T0001084
U001681,U000700,229.51,2025-01-20 17:59:00,0,,legit,T0001085
U001299,U000137,51.43,2025-01-20 18:05:00,0,,legit,T0001086
U000909,U001562,293.02,2025-01-20 18:08:00,0,,legit,T0001087
U000555,U001691,13.37,2025-01-20 18:23:00,0,,legit,T0001088
U000743,U000928,159.54,2025-01-20 18:29:00,0,,legit,T0001089
U001679,U000807,181.9,2025-01-20 18:36:00,0,,legit,T0001090
U001539,U000815,361.32,2025-01-20 20:14:00,0,,legit,T0001091
U000956,U001352,175.06,2025-01-20 20:29:00,0,,legit,T0001092
U001042,U000696,179.13,2025-01-20 21:13:00,0,,legit,T0001093
U001966,U001369,396.75,2025-01-20 21:40:00,0,,legit,T0001094
U001276,U000197,13362.44,2025-01-20 21:48:00,0,,legit,T0001095
U000810,U000914,3614.84,2025-01-20 22:14:00,0,,legit,T0001096
U001796,U000098,138.89,2025-01-20 22:15:00,0,,legit,T0001097
U000562,U000900,2160.11,2025-01-20 22:18:00,0,,legit,T0001098
U000055,U000531,4606.51,2025-01-20 23:49:00,0,,legit,T0001099
U001357,U001371,263.98,2025-01-20 23:59:00,0,,legit,T0001100
U001859,U000168,413.29,2025-01-21 00:48:00,0,,legit,T0001101
S002407,U000744,440.56,2025-01-21 01:32:00,0,,legit_by_fraud_acct,T0001102
U001758,U001514,394.96,2025-01-21 03:27:00,0,,legit,T0001103
U001880,U001527,227.72,2025-01-21 05:05:00,0,,legit,T0001104
U000056,U000212,4408.65,2025-01-21 05:17:00,0,,legit,T0001105
U001857,U000146,317.73,2025-01-21 05:21:00,0,,legit,T0001106
U001192,U001639,463.08,2025-01-21 07:03:00,0,,legit,T0001107
U000678,U000612,294.7,2025-01-21 07:10:00,0,,legit,T0001108
U001832,U000581,488.63,2025-01-21 08:12:00,0,,legit,T0001109
U001042,S002424,721.1,2025-01-21 08:17:00,0,,legit_by_fraud_acct,T0001110
U001017,U001923,58.25,2025-01-21 08:24:00,0,,legit,T0001111
U000119,U001186,4161.33,2025-01-21 08:57:00,0,,legit,T0001112
U000884,U001198,388.06,2025-01-21 09:14:00,0,,legit,T0001113
U000657,U000210,91.23,2025-01-21 10:42:00,0,,legit,T0001114
U001049,U001485,15.18,2025-01-21 10:59:00,0,,legit,T0001115
U001628,U000812,3206.99,2025-01-21 11:25:00,0,,legit,T0001116
U001956,U001462,3749.64,2025-01-21 11:59:00,0,,legit,T0001117
U000820,U001073,4331.41,2025-01-21 12:55:00,0,,legit,T0001118
U001521,U001808,410.87,2025-01-21 13:07:00,0,,legit,T0001119
U000475,U000205,392.16,2025-01-21 13:45:00,0,,legit,T0001120
U001115,U001898,315.67,2025-01-21 14:00:00,0,,legit,T0001121
U000198,U000556,66.81,2025-01-21 14:17:00,0,,legit,T0001122
U001822,U001704,10461.74,2025-01-21 14:51:00,0,,legit,T0001123
U000958,U000895,25.62,2025-01-21 15:19:00,0,,legit,T0001124
U000069,U000561,363.0,2025-01-21 15:30:00,0,,legit,T0001125
U001001,U000428,29.84,2025-01-21 15:50:00,0,,legit,T0001126
U000521,U001199,372.0,2025-01-21 16:01:00,0,,legit,T0001127
U001545,U001220,194.89,2025-01-21 16:28:00,0,,legit,T0001128
U001449,U001113,154.23,2025-01-21 18:24:00,0,,legit,T0001129
U001542,U000915,17.86,2025-01-21 18:39:00,0,,legit,T0001130
U000794,U001321,137.79,2025-01-21 18:54:00,0,,legit,T0001131
U000715,U001437,365.19,2025-01-21 18:56:00,0,,legit,T0001132
U000575,U001589,123.82,2025-01-21 19:01:00,0,,legit,T0001133
U000454,U000759,464.99,2025-01-21 19:02:00,0,,legit,T0001134
U001397,U000948,472.67,2025-01-21 20:05:00,0,,legit,T0001135
U000614,U001400,190.95,2025-01-21 20:54:00,0,,legit,T0001136
U001911,U001505,168.7,2025-01-21 20:59:00,0,,legit,T0001137
U000969,U000956,2626.56,2025-01-21 21:10:00,0,,legit,T0001138
U000496,L002326,414.18,2025-01-21 21:14:00,0,,legit_by_fraud_acct,T0001139
U001868,U000213,206.63,2025-01-21 21:28:00,0,,legit,T0001140
U001115,U001519,282.9,2025-01-21 23:47:00,0,,legit,T0001141
U001611,U000133,498.61,2025-01-22 00:00:00,0,,legit,T0001142
U000514,U000730,187.0,2025-01-22 00:06:00,0,,legit,T0001143
U001890,U001893,22821.1,2025-01-22 01:38:00,0,,legit,T0001144
U001874,U001629,221.67,2025-01-22 01:43:00,0,,legit,T0001145
F002005,U001397,49.87,2025-01-22 02:04:00,0,,legit_by_fraud_acct,T0001146
U001866,U001019,3288.21,2025-01-22 02:18:00,0,,legit,T0001147
U000169,U000206,334.06,2025-01-22 02:50:00,0,,legit,T0001148
U001938,U001024,426.17,2025-01-22 03:25:00,0,,legit,T0001149
U000245,U000238,138.62,2025-01-22 03:31:00,0,,legit,T0001150
U000765,U000319,220.87,2025-01-22 03:47:00,0,,legit,T0001151
U001615,U001660,70.03,2025-01-22 04:08:00,0,,legit,T0001152
U000105,U000563,1665.0,2025-01-22 04:40:00,0,,legit,T0001153
U001203,U000552,177.69,2025-01-22 04:46:00,0,,legit,T0001154
U001071,U000214,410.1,2025-01-22 05:46:00,0,,legit,T0001155
U001675,U000693,480.41,2025-01-22 06:08:00,0,,legit,T0001156
U000439,U000553,314.51,2025-01-22 06:14:00,0,,legit,T0001157
U000508,U001577,79.5,2025-01-22 08:09:00,0,,legit,T0001158
U001034,U000350,700.57,2025-01-22 08:23:00,0,,legit,T0001159
U001976,U000498,384.62,2025-01-22 09:13:00,0,,legit,T0001160
U000173,U000275,2115.82,2025-01-22 09:28:00,0,,legit,T0001161
U000476,U001863,3684.29,2025-01-22 09:38:00,0,,legit,T0001162
U000781,U000875,4267.58,2025-01-22 09:38:00,0,,legit,T0001163
